,full_text,sentiment,insight
1216,The casualty toll of the continuous Israeli occupation forces aggression on Gaza Strip and the West Bank according to the Ministry of Health حصيلة ضحايا عدوان قوات الاحتلال الإسرائيلي المتواصل على قطاع غزة والضفة الغربية حسب وزارة الصحة GazaUnderAttack Palestine… ,Negative,war
1217,Because its critical that we discuss Israels actions in this mess too Israel help start Hamas to destabilize Palestine and now Israel is killing innocent civilians over a terrorist group that they are partially responsible for,Negative,proIsrael
1218,Those who say that greenlighting PalestinianGenocide helps destroy Hamas shouldnt claim that they VoteBlue Are they colourblind Its BROWN Biden israel HamasTerrorists Palestine Gaza GazaGenocide GazaGenocides GazaUnderAttack Gazabombing,Negative,war
1219,Let us all stand with the people of Palestine Let us wish them peace and safety during these times of war ️🇵🇸,Positive,peace
1220,It seems teleprompter has been taken over by Israeli script writers bbcnews Gaza Palestine WestBank EthnicCleansing Genocide,Neutral,genocide
1221,There shouldnt be any protest of Palestine on our streets at all especially when theres traffic its their fault if an accident happens WERES the law enforcement,Negative,wonder
1222,Not all arab leaders support israel and btw behind israel alot of countries that are the most viciousness which made some arab leaders coopporate with israel to protect their land from becoming like palestine ,Positive,supportPalestine
1223,for from to palestine citizen the hamas as shield like on the hospital they coward,Negative,selfdefend
1224,Good People are waking up Free Palestine,Positive,supportPalestine
1225,Israel is a lying terrorist state no one believes this sh*t You are the new nazis of this world congratulations youre hated everywhere Just look at the people giving support for Palestine Israel is weak at heart,Negative,proIsrael
1226,Someone hack isreal twitter and tweet free Palestine,Positive,supportPalestine
1227,Bombing civilians is Terrorists acts as hamas killing civilian Military occupation of palestine will lead more acts of terror from palestinian gaza is fighting a war against IsraeliNewNazism the oppressor Failing to understand years of history make you a poor journalist,Negative,war
1228,Palestine =/= Hamas you tard,Negative,selfdefend
1229,I LOVE TIMSASHA,Positive,peace
1230,Hamas and Palestine are not the same thing And what does it mean to stand with Israel ,Neutral,supportPalestine
1231,Do you really think theres no chance the Jewish vote could go to Trump Dont be naive What happens to Palestine if Trump is elected Thats one of the biggest questions President Biden is dealing with But sure go off with your half informed opinions,Positive,religionFight
1232,Dan the last election was in 2006 the average age in Palestine is around 19 or 20 That means the majority of the people have never voted or were not able to vote You want a poll of 22m people ,Positive,conflict
1233,Whats next Return your shopping cart to the corral for Palestine ,Neutral,wonder
1234,meaning people of Pəlešeṯ (פְּלֶשֶׁת) and there are cognates in Akkadian Palastu and Egyptian Palusata [6] the term Palestine has the same derivation[7] The native Philistine endonym is unknown,Neutral,conflict
1235,Im going to renew my subs to you over your explicit support for Palestine Thank you,Positive,supportPalestine
1236,Ma perche non parli del fatto che se oggi esprimi un pensiero verso i morti Palestine a Gaza rischi di perdere il lavoro Queste ultime settimane ci hanno insegnato che la Nostra libertà di espressione e pensiero ha un confine,Positive,conflict
1237,Jews are not indigenous to Palestine anyone who calls them native is an idiot or an occupier or both in many cases,Negative,religionFight
1238,I pray for the day when the children of Syria Palestine &amp Iraq wake up to the sound of birds not bombs 🇵🇸🇵🇸,Positive,sadly
1239,Demo palestine tu nanti mesti ada tin milo kutip derma,Neutral,conflict
1240,Yitzhak Rabin realized that military action will not solve the Palestine issue Because he wanted peace he was murdered by a right wing extremist Did peace die with Rabin ,Negative,peace
1241,you are going to hell man,Negative,suffering
1242,Hamas is the legal government of Palestine duly elected and running the country if the Palestinians dont like or condone Hamas then they must change from within the same as the Irish people did by condemning the IRA,Negative,selfdefend
1243,I would free Palestine,Positive,supportPalestine
1244,one of the more amusing instagram reactions ive seen recently are celebrities posting vaguely supportive platitudes to Palestine (really amounting to calling for a ceasefire) and being told to stay in their lane,Positive,peace
1245,The ceasefire must come from Hamas whom the citizens of Palestine voted into power and which a Palestinian majority support Hamas has not only the blood of innocent Israelis on their hands but also the blood of their own innocents on their hands,Positive,peace
1246,In light of the recent attacks on Gaza we reflect on the words of Mahmoud Darwish that sum up the life of Palestinians in Gaza Palestine ,Negative,war
1247,Cant believe I am saying this but Piers Morgan looks like hes at least trying to do actual Journalism over the Palestine and Israel issue,Positive,conflict
1248,FREE PALESTINE FROM ,Positive,supportPalestine
1249,I am crying everynight to the poor soul of Palestinians Israel kept bombing Gaza night and day My biological father is Arab and I will stand with Palestine From the river to the sea Palestine will be free 🇵🇸,Negative,supportPalestine
1250,Yes I stand with Palestine Indonesia stand wwith Palestine IStandWithPalestinians IStandWithPalestinians,Positive,supportPalestine
1251,Wah if it happens to one guy or child in palestine after what 5000 not on not 2 freaking 5 thousand rockets or missiles thrown at israel fake my ass you guys dont have internet over palestinian region maybe not the entire world hundreds of women were kidnapped why dont you ,Negative,wonder
1252,Free Palestine Dont participate in the killing of innocent civilians of Palestine Say No to your government and let them stop supporting this barbaric Israeli aggression Gazabombing Gaza FreedomForPalestine america usa London GenocideofPalestinians uk,Negative,peace
1253,I can respect your opinion on this But lets be real Hamas is Palestine It was a Declaration of war on 10/7 Not crimes but I weep for the Palestinian people as much as I did the Germans when we bombed the shit out of Germany Sad but necessary to stop evil,Negative,peace
1254,Whatever is happening in Palestine before cursing the west blame your leaders of the Muslim ummah This Ummah is so polarised that the west has been dominating us since ages Wake up Get united Remember Mehmat or Ayubi didnt wait for The Mahdi GazaGenocide,Negative,religionFight
1255,While British pro free speech fanatics continue to call for the criminalisation of anyone waving a Palestine flag &amp demonise as pro Hamas extremists anyone showing any public concern for innocent Palestinians heres some young men in New York 🇵🇸 🇮🇱 ,Positive,sadly
1256,Palestine is a failed state none of their neighbours want them but the west loves them Shows how far many have come from reality,Positive,wonder
1257,Palestine Israel Hamas HostageRelease hostage Gaza,Neutral,selfdefend
1258,Biden and IsraelTerrorists supporters have no evidence no pictures no videos to prove &amp they have the audacity to behave as if nothing is happening in Gaza Palestine IsraelTerrorists ,Negative,hypocritical
1259,mais fermes là Jupiter le crif est à paris les nazis en Palestine ne tapporteront rien que de la haine de deux milliards de musulmans pour la france,Neutral,conflict
1260,Yeah not genocide luv Blockading is a tactic used since the dawn of man If Palestine had the capability of doing it they would and it wouldnt be a genocide,Positive,genocide
1261,It cant be clearer Also Mouses was in Egypt first then gone to Palestine Try to come and take Egypt ,Neutral,conflict
1262,Guterres under pressure Nothing can justify it in most cases bar occupation Palestine has a right to reclaim its land by any means If they dont want to be killed then dont steal and occupy ,Negative,israel_crime
1263,Occupation As far as Im aware Israel does not occupy Gaza and Gaza was ceded to the Palestinians by the UN If you are talking about the land granted to the Israelis by the UN after the decolonisation of the Palestine region then you are talking something entirely…,Positive,israel_crime
